date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:56:32	159822/159822	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2010%20Dec%202023%2012:25:46%20GMT	https://trxproxtrade.com/livewire/livewire.js?id=de3fca26689cb5a39af4	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/livewire/livewire6b46.js	(from https://trxproxtrade.com/verify)
01:56:38	7205/7205	---M-Z	200	added ('OK')	text/html	date:Tue,%2013%20Feb%202024%2009:56:38%20GMT	https://trxproxtrade.com/forgot-password	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/forgot-password.html	(from https://trxproxtrade.com/login)
01:56:45	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2009:56:39%20GMT	https://trxproxtrade.com/AAAn/IAAP/	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/AAAn/IAAP/index.html	(from https://trxproxtrade.com/temp/custom/indexAnimate.js)
01:56:45	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2009:56:40%20GMT	https://trxproxtrade.com/AAAg/IAAB/	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/AAAg/IAAB/index.html	(from https://trxproxtrade.com/temp/custom/indexAnimate.js)
01:56:45	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2009:56:40%20GMT	https://trxproxtrade.com/AAAkfIAAI/	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/AAAkfIAAI/index.html	(from https://trxproxtrade.com/temp/custom/indexAnimate.js)
01:56:47	0/0	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%220-6575ae48-d3e4031431ad08fe;;;%22	https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e.eot?v=4.7.0	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e.523e6e.delayed	(from https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/font-awesome.min.css)
01:56:47	1841332/1841332	---M--	200	added ('OK')	image/gif	etag:%221c18b4-6575ae49-ecffd92afac2b34a;;;%22	https://trxproxtrade.com/dash2/img/wave.gif	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/dash2/img/wave.gif	(from https://trxproxtrade.com/login)
01:56:48	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2009:56:47%20GMT	https://trxproxtrade.com/AAAtfIAAa/	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/AAAtfIAAa/index.html	(from https://trxproxtrade.com/temp/custom/indexAnimate.js)
01:56:48	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2009:56:47%20GMT	https://trxproxtrade.com/AAArfIAAW/	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/AAArfIAAW/index.html	(from https://trxproxtrade.com/temp/custom/indexAnimate.js)
01:56:48	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2009:56:47%20GMT	https://trxproxtrade.com/AAAu/IAAd/	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/AAAu/IAAd/index.html	(from https://trxproxtrade.com/temp/custom/indexAnimate.js)
01:56:48	0/0	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%220-6575ae48-48baaf9f24c8496c;;;%22	https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/fonts/fontawesome-webfontd41dd41dd41dd41d.eot?	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/fonts/fontawesome-webfontd41dd41dd41dd41dd41d.eot	(from https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/font-awesome.min.css)
01:56:49	0/0	---M--	200	added ('OK')	font/woff2	etag:%220-6575ae48-3613429d26305dec;;;%22	https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e.woff2?v=4.7.0	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e3e6e.woff2	(from https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/font-awesome.min.css)
01:56:50	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2009:56:49%20GMT	https://trxproxtrade.com/AAAs/IAAZ/	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/AAAs/IAAZ/index.html	(from https://trxproxtrade.com/temp/custom/indexAnimate.js)
01:56:50	0/0	---M--	200	added ('OK')	application/font-woff	etag:%220-6575ae48-4cb79e13f78e9d4b;;;%22	https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e.woff?v=4.7.0	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e3e6e.woff	(from https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/font-awesome.min.css)
01:56:51	0/0	---M--	200	added ('OK')	application/x-font-ttf	etag:%220-6575ae48-9e3419a9d185c8c2;;;%22	https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e.ttf?v=4.7.0	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e3e6e.ttf	(from https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/font-awesome.min.css)
01:56:52	0/0	---M--	200	added ('OK')	image/svg+xml	etag:%220-6575ae48-528bada26ce820f4;;;%22	https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e.svg?v=4.7.0	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/fonts/fontawesome-webfont3e6e3e6e3e6e3e6e3e6e.svg	(from https://trxproxtrade.com/temp/custom/resource/views/home/home4/alert/css/font-awesome.min.css)
01:56:56	1005160/1005160	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f5668-6575ae48-a15271595f483b7a;gz%22	https://trxproxtrade.com/temp/fonts/materialdesignicons-webfonte910.eot?v=5.8.55	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/fonts/materialdesignicons-webfonte910e910.eot	(from https://trxproxtrade.com/temp/css/materialdesignicons.min.css)
01:56:57	1005160/1005160	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22f5668-6575ae48-7a3012fedfe33074;gz%22	https://trxproxtrade.com/temp/fonts/materialdesignicons-webfontd41d.eot?	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/fonts/materialdesignicons-webfontd41dd41d.eot	(from https://trxproxtrade.com/temp/css/materialdesignicons.min.css)
01:56:57	955/955	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Feb%202024%2009:56:57%20GMT	https://trxproxtrade.com/temp/fonts/materialdesignicons-webfonte910.html?v=5.8.55	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/fonts/materialdesignicons-webfonte910.5ae910.delayed	(from https://trxproxtrade.com/temp/css/materialdesignicons.min.css)
01:56:58	955/955	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Feb%202024%2009:56:58%20GMT	https://trxproxtrade.com/temp/fonts/materialdesignicons-webfonte910-2.html?v=5.8.55	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/fonts/materialdesignicons-webfonte910-2e910.html	(from https://trxproxtrade.com/temp/css/materialdesignicons.min.css)
01:56:59	937/937	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Feb%202024%2009:56:59%20GMT	https://trxproxtrade.com/temp/images/task/bg.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/images/task/bg.png	(from https://trxproxtrade.com/temp/css/style.css)
01:57:00	937/937	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Feb%202024%2009:57:00%20GMT	https://trxproxtrade.com/temp/images/process.png	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/images/process.png	(from https://trxproxtrade.com/temp/css/style.css)
01:57:01	941/941	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Feb%202024%2009:57:01%20GMT	https://trxproxtrade.com/node.js	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/node.js	(from https://trxproxtrade.com/temp/js/feather.min.js)
01:57:02	456532/456532	---M--	200	added ('OK')	application/font-woff	etag:%226f754-6575ae48-a2300cbbfd25b279;;;%22	https://trxproxtrade.com/temp/fonts/materialdesignicons-webfonte910.woff?v=5.8.55	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/temp/fonts/materialdesignicons-webfonte910e910.woff	(from https://trxproxtrade.com/temp/css/materialdesignicons.min.css)
01:57:02	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2013%20Feb%202024%2009:57:02%20GMT	https://trxproxtrade.com/edge/	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/edge/index.html	(from https://trxproxtrade.com/temp/js/widget.js)
01:57:03	929/929	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2013%20Feb%202024%2009:57:04%20GMT	https://trxproxtrade.com/AAAg/IAAB	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/AAAg/IAAB.60.delayed	(from https://trxproxtrade.com/AAAg/IAAB/)
01:57:04	494/494	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2013%20Feb%202024%2009:57:04%20GMT	https://trxproxtrade.com/AAAkfIAAI	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/AAAkfIAAI	(from https://trxproxtrade.com/AAAkfIAAI/)
01:57:05	494/494	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2013%20Feb%202024%2009:57:05%20GMT	https://trxproxtrade.com/AAAn/IAAP	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/AAAn/IAAP	(from https://trxproxtrade.com/AAAn/IAAP/)
01:57:06	494/494	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2013%20Feb%202024%2009:57:06%20GMT	https://trxproxtrade.com/AAArfIAAW	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/AAArfIAAW	(from https://trxproxtrade.com/AAArfIAAW/)
01:57:07	492/492	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2013%20Feb%202024%2009:57:07%20GMT	https://trxproxtrade.com/AAAu/IAAd	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/AAAu/IAAd	(from https://trxproxtrade.com/AAAu/IAAd/)
01:57:08	494/494	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2013%20Feb%202024%2009:57:08%20GMT	https://trxproxtrade.com/AAAtfIAAa	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/AAAtfIAAa	(from https://trxproxtrade.com/AAAtfIAAa/)
01:57:09	494/494	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2013%20Feb%202024%2009:57:09%20GMT	https://trxproxtrade.com/AAAs/IAAZ	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/AAAs/IAAZ	(from https://trxproxtrade.com/AAAs/IAAZ/)
01:57:10	488/488	---M-Z	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2013%20Feb%202024%2009:57:10%20GMT	https://trxproxtrade.com/edge	/Users/Dj_Ice-Beatz/Ojiugo/Ojiugo/trxproxtrade.com/edge	(from https://trxproxtrade.com/edge/)
